image_id,filename,label
0,train_0.jpg,0
1,train_1.jpg,0
2,train_2.jpg,0
3,train_3.jpg,0
4,train_4.jpg,0
5,train_5.jpg,0
6,train_6.jpg,0
7,train_7.jpg,0
8,train_8.jpg,0
9,train_9.jpg,0
10,train_10.jpg,0
11,train_11.jpg,0
12,train_12.jpg,0
13,train_13.jpg,0
14,train_14.jpg,0
15,train_15.jpg,0
16,train_16.jpg,0
17,train_17.jpg,0
18,train_18.jpg,0
19,train_19.jpg,0
20,train_20.jpg,0
21,train_21.jpg,0
22,train_22.jpg,0
23,train_23.jpg,0
24,train_24.jpg,0
25,train_25.jpg,0
26,train_26.jpg,0
27,train_27.jpg,0
28,train_28.jpg,0
29,train_29.jpg,0
30,train_30.jpg,0
31,train_31.jpg,0
32,train_32.jpg,0
33,train_33.jpg,0
34,train_34.jpg,0
35,train_35.jpg,0
36,train_36.jpg,0
37,train_37.jpg,0
38,train_38.jpg,0
39,train_39.jpg,0
40,train_40.jpg,0
41,train_41.jpg,0
42,train_42.jpg,0
43,train_43.jpg,0
44,train_44.jpg,0
45,train_45.jpg,0
46,train_46.jpg,0
47,train_47.jpg,0
48,train_48.jpg,0
49,train_49.jpg,0
50,train_50.jpg,0
51,train_51.jpg,0
52,train_52.jpg,0
53,train_53.jpg,0
54,train_54.jpg,0
55,train_55.jpg,0
56,train_56.jpg,0
57,train_57.jpg,0
58,train_58.jpg,0
59,train_59.jpg,0
60,train_60.jpg,0
61,train_61.jpg,0
62,train_62.jpg,0
63,train_63.jpg,0
64,train_64.jpg,0
65,train_65.jpg,0
66,train_66.jpg,0
67,train_67.jpg,0
68,train_68.jpg,0
69,train_69.jpg,0
70,train_70.jpg,0
71,train_71.jpg,0
72,train_72.jpg,0
73,train_73.jpg,0
74,train_74.jpg,0
75,train_75.jpg,0
76,train_76.jpg,0
77,train_77.jpg,0
78,train_78.jpg,0
79,train_79.jpg,0
80,train_80.jpg,0
81,train_81.jpg,0
82,train_82.jpg,0
83,train_83.jpg,0
84,train_84.jpg,0
85,train_85.jpg,0
86,train_86.jpg,0
87,train_87.jpg,0
88,train_88.jpg,0
89,train_89.jpg,0
90,train_90.jpg,0
91,train_91.jpg,0
92,train_92.jpg,0
93,train_93.jpg,0
94,train_94.jpg,0
95,train_95.jpg,0
96,train_96.jpg,0
97,train_97.jpg,0
98,train_98.jpg,0
99,train_99.jpg,0
100,train_100.jpg,0
101,train_101.jpg,0
102,train_102.jpg,0
103,train_103.jpg,0
104,train_104.jpg,0
105,train_105.jpg,0
106,train_106.jpg,0
107,train_107.jpg,0
108,train_108.jpg,0
109,train_109.jpg,0
110,train_110.jpg,0
111,train_111.jpg,0
112,train_112.jpg,0
113,train_113.jpg,0
114,train_114.jpg,0
115,train_115.jpg,0
116,train_116.jpg,0
117,train_117.jpg,0
118,train_118.jpg,0
119,train_119.jpg,0
120,train_120.jpg,0
121,train_121.jpg,0
122,train_122.jpg,0
123,train_123.jpg,0
124,train_124.jpg,0
125,train_125.jpg,0
126,train_126.jpg,0
127,train_127.jpg,0
128,train_128.jpg,0
129,train_129.jpg,0
130,train_130.jpg,0
131,train_131.jpg,0
132,train_132.jpg,0
133,train_133.jpg,0
134,train_134.jpg,0
135,train_135.jpg,0
136,train_136.jpg,0
137,train_137.jpg,0
138,train_138.jpg,0
139,train_139.jpg,0
140,train_140.jpg,0
141,train_141.jpg,0
142,train_142.jpg,0
143,train_143.jpg,0
144,train_144.jpg,0
145,train_145.jpg,0
146,train_146.jpg,0
147,train_147.jpg,0
